PRODUCTO;MARCA;CODIGO;DESCRIPCION;EQUIVALENCIAS;APLICACIÓN;INFO;imagen
Bujia de encendido;NGK;BKR6ES - BKR6E - BKR6EGP - BKR6EIX;PEUGEOT 405 2.0 16v (XU10J4) - Mi 16;;;;None.jpg
Bujia de encendido;NGK;BKR6ES - BKR6EZ - BKR6EGP - BKR6EIX;RENAULT Scénic 2.0 16v (F4R);;;;None.jpg
Bujia de encendido;NGK;BKR6ES - BKR6EZ - BKR6EGP - BKR6EIX;RENAULT Scénic 2.0 16v (F4R);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Authentique (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Confort (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Dynamique (110cv - K4M-760);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Luxe (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio II 1.6 16v (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Duster 1.6 16v ( K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Duster 2.0 ( 138 cv - F4R );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Fluence 1.6 16v ( 110 cv - K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6  16v (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v /Confort /Pack Plus (95cv-K4M-730);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / OshKosh (95cv - K4M-730 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / Pack 1 PLC (95cv - K4M-730);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / Sportway (95cv - K4M-730);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / Express (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Logan 1.6 16v ( 105cv - K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Authentiq (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Fairway (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Pack Plus (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Pack/ Pack GNC (110cv-K4M-760);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / SL ALLYUM (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Sandero 1.6 16v / Confort (102cv - K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Sandero 1.6 16v / Luxe (102cv - K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Scénic 1.6 16v (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Symbol 1.6 16v ( 106 cv - K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Authentique (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Confort (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Dynamique (110cv - K4M-760);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio 1.6 16v / Luxe (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Clio II 1.6 16v (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Duster 1.6 16v ( K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Duster 2.0 ( 138 cv - F4R );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Fluence 1.6 16v ( 110 cv - K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6  16v (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v /Confort /Pack Plus (95cv-K4M-730);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / OshKosh (95cv - K4M-730 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / Pack 1 PLC (95cv - K4M-730);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / Sportway (95cv - K4M-730);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Kangoo 1.6 16v / Express (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Logan 1.6 16v ( 105cv - K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Authentiq (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Fairway (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Pack Plus (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / Pack/ Pack GNC (110cv-K4M-760);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Megane 1.6 16v / SL ALLYUM (110cv - K4M-760 );;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Sandero 1.6 16v / Confort (102cv - K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Sandero 1.6 16v / Luxe (102cv - K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Scénic 1.6 16v (K4M);;;;None.jpg
Bujia de encendido;NGK;BKR6ESZ-10 -  - BKR6EGP - BKR6EIX-11;RENAULT Symbol 1.6 16v ( 106 cv - K4M );;;;None.jpg
Bujia de encendido;NGK;BKR6EVX -  -  - ;FORD Tran SWB 2.0;;;;None.jpg
Bujia de encendido;NGK;BKR6EVX -  -  - ;FORD Tran SWB 2.0;;;;None.jpg
Bujia de encendido;NGK;BKR6KB-11 -  -  - ;TOYOTA Camry 3.0 V6 (1MZ-FE);;;;None.jpg
Bujia de encendido;NGK;BKR6KB-11 -  -  - ;TOYOTA Camry 3.0 V6 (1MZ-FE);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;AUDI A3 1.6L 8v RSH;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN CrossFox 1.6 8v  (EA 111 RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN CrossFox 1.6 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Fox 1.6 8v  (EA-111 RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Fox 1.6 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Gol 1.6 8v / sin distribuidor;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Polo Classic 1.6  8v (RSH EA 111);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Saveiro 1.6 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Suran 1.6 8v (EA 111 RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;AUDI A3 1.6L 8v RSH;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN CrossFox 1.6 8v  (EA 111 RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN CrossFox 1.6 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Fox 1.6 8v  (EA-111 RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Fox 1.6 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Gol 1.6 8v / sin distribuidor;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Polo Classic 1.6  8v (RSH EA 111);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Saveiro 1.6 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 -  -  - ;VOLKSWAGEN Suran 1.6 8v (EA 111 RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 / PZFR5D-11 -  -  - ;VOLKSWAGEN Golf 1.6 8v  (EA 111 / RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR5ETC-10 / PZFR5D-11 -  -  - ;VOLKSWAGEN Golf 1.6 8v  (EA 111 / RSH);;;;None.jpg
Bujia de encendido;NGK;BKUR6EK -  - BKR6EGP - BKR6EIX;Sirion Terios 1.3;;;;None.jpg
Bujia de encendido;NGK;BKUR6EK -  - BKR6EGP - BKR6EIX;Sirion Terios 1.3;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET -  - BKR6EGP - BKR6EIX;AUDI A3 1.8 Turbo;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET -  - BKR6EGP - BKR6EIX;SEAT Alhambra 2.0 ( 115 cv - ADY );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET -  - BKR6EGP - BKR6EIX;AUDI A3 1.8 Turbo;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET -  - BKR6EGP - BKR6EIX;SEAT Alhambra 2.0 ( 115 cv - ADY );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI 80 2.6E;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI 80 2.8E V6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI 100 2.8E V6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A3 1.6L 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A3 1.8;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 1.8 ( 125 cv - ADR / ARG / APT / AVV );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 2.4;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 2.6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 2.8;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 1.8;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 2.4;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 2.6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 2.8 ( 171,6 cv - AAH / AFC );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;RENAULT R19 1.8 16s;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;SEAT Alhambra 2.0 ( 115 cv - ATM );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Bora 2.0 (AQY / APK);;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Bora 2.0L ( 115cv );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Caddy 1.6 (BGU);;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Golf 1.6L ( 101cv );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Golf 2.0L ( 115cv );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN New Beetle 2.0 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Sharan 2.0 ( 115 cv - ATM );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI 80 2.6E;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI 80 2.8E V6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI 100 2.8E V6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A3 1.6L 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A3 1.8;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 1.8 ( 125 cv - ADR / ARG / APT / AVV );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 2.4;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 2.6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A4 2.8;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 1.8;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 2.4;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 2.6;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;AUDI A6 2.8 ( 171,6 cv - AAH / AFC );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;RENAULT R19 1.8 16s;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;SEAT Alhambra 2.0 ( 115 cv - ATM );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Bora 2.0 (AQY / APK);;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Bora 2.0L ( 115cv );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Caddy 1.6 (BGU);;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Golf 1.6L ( 101cv );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Golf 2.0L ( 115cv );;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN New Beetle 2.0 8v;;;;None.jpg
Bujia de encendido;NGK;BKUR6ET-10 -  - BKR6EGP - ;VOLKSWAGEN Sharan 2.0 ( 115 cv - ATM );;;;None.jpg
Bujia de encendido;NGK;BKUR7ET -  -  - BKR7EIX;RENAULT Safrane 3.0 V6;;;;None.jpg
Bujia de encendido;NGK;BKUR7ET -  -  - BKR7EIX;RENAULT Safrane 3.0 V6;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) C-10 (De Luxe ) ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) C-20 Custon 4.0;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) Chevrolet 400 ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) Chevy SS ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) Silverado (De Luxe) ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHRYSLER (DODGE / JEEP) Coronado / Polara / GTX 6 Cil.;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Clio 1.6;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Clio 1.6 8v (C3L);;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R11 1.4 / 1.6  TL / TS;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R19 1.6 RN;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R19 1.6 8v (C3L);;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R9 1.6 RN / RL;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Trafic 1.4 / Bobina Comum;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Trafic 1.4 ( Com Bobina Seca );;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;VOLKSWAGEN Kombi 90;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) C-10 (De Luxe ) ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) C-20 Custon 4.0;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) Chevrolet 400 ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) Chevy SS ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHEVROLET (GM) Silverado (De Luxe) ;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;CHRYSLER (DODGE / JEEP) Coronado / Polara / GTX 6 Cil.;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Clio 1.6;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Clio 1.6 8v (C3L);;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R11 1.4 / 1.6  TL / TS;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R19 1.6 RN;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R19 1.6 8v (C3L);;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT R9 1.6 RN / RL;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Trafic 1.4 / Bobina Comum;;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;RENAULT Trafic 1.4 ( Com Bobina Seca );;;;None.jpg
Bujia de encendido;NGK;BP4ES -  -  - ;VOLKSWAGEN Kombi 90;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD F-100 3.0 / Max Econo - Modelo C;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD F-100 Max Econo 3.0;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Falcon 2.3;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Falcon Max Econo;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Sierra 2.3 (rosca 14 mm);;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Taunus 2.0 / 2.3;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD F-100 3.0 / Max Econo - Modelo C;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD F-100 Max Econo 3.0;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Falcon 2.3;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Falcon Max Econo;;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Sierra 2.3 (rosca 14 mm);;;;None.jpg
Bujia de encendido;NGK;BP5EFS -  -  - ;FORD Taunus 2.0 / 2.3;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;CHRYSLER (DODGE / JEEP) 1500/1800/Rural/GT 90 1500 / 1800;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;CHRYSLER (DODGE / JEEP) GTX 8 Cil. (rosca 14 mm);;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;FIAT 125 Multicarga;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;126 128 1.1 / 1.3 / 1.5;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;131 / 132 / Ritmo 133 ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;133 147 / Spazio / Brio / Vivace / Fiorino 1.1 / 1.3 / 1.4;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;FIAT - Continuación 600 600 (rosca larga);;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;Marea SX Multicarga 1500 / 1600;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;Punto Regatta 85/100 1.5 / 1.6 / 2.0;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;HYUNDAI Stellar ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;MITSUBISHI - Continuación Sapporo 1.6 / 2.0  (Single Carb);;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;PEUGEOT 404 ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;RENAULT R11 1.4 / 1.6  TL / TS;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;RENAULT R19 1.7 RT;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;RENAULT R9 1.6 RN / RL;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;RENAULT Trafic 1.4 / 1.6;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;ROVER Land Rover ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;TOYOTA Celica ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;TOYOTA Corolla ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;TOYOTA Corona ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;TOYOTA Starlet ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;VOLKSWAGEN Carat CD / GS;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;VOLKSWAGEN Gacel / Senda 1.6 / 1.8 / GL / GS;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;VOLKSWAGEN Gol 1.6 / 1.8 (AP);;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;VOLKSWAGEN Gol 1.6 / 1.8 / 2.0 (AP);;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;CHRYSLER (DODGE / JEEP) 1500/1800/Rural/GT 90 1500 / 1800;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;CHRYSLER (DODGE / JEEP) GTX 8 Cil. (rosca 14 mm);;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;FIAT 125 Multicarga;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;126 128 1.1 / 1.3 / 1.5;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;131 / 132 / Ritmo 133 ;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;133 147 / Spazio / Brio / Vivace / Fiorino 1.1 / 1.3 / 1.4;;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;FIAT - Continuación 600 600 (rosca larga);;;;None.jpg
Bujia de encendido;NGK;BP5ES - BP5EY - BPR5EGP - BPR5EIX;Marea SX Multicarga 1500 / 1600;;;;None.jpg
